goodsid,id,goodsname,groupmanagetypename
364525,731,医用酒精消毒液,其他
336958,872,双氧水消毒液,其他
105760,1124,复方乙醇消毒液,其他
175088,1124,复方乙醇消毒液,其他
474450,2381,次氯酸消毒液,其他
204991,2607,洁芙柔免洗手消毒凝胶,其他
202529,2683,消毒喷雾剂,其他
364545,2683,消毒喷雾剂,其他
364793,2686,消毒泡腾片,其他
241225,2686,消毒泡腾片,其他
36288,2687,消毒液,其他
468781,2689,消毒酒精,其他
331775,2689,消毒酒精,其他
331774,2689,消毒酒精,其他
331773,2689,消毒酒精,其他
331725,2689,消毒酒精,其他
417630,2689,消毒酒精,其他
35844,2689,消毒酒精,其他
364771,2689,消毒酒精,其他
434568,2689,消毒酒精,其他
364749,2689,消毒酒精,其他
336581,2689,消毒酒精,其他
356166,2689,消毒酒精,其他
436870,2689,消毒酒精,其他
438958,2689,消毒酒精,其他
437495,2689,消毒酒精,其他
438957,2689,消毒酒精,其他
475262,2689,消毒酒精,其他
336580,2689,消毒酒精,其他
336584,2689,消毒酒精,其他
2185,2689,消毒酒精,其他
37182,2689,消毒酒精,其他
37181,2689,消毒酒精,其他
364470,2689,消毒酒精,其他
146218,2689,消毒酒精,其他
364010,2689,消毒酒精,其他
364968,2689,消毒酒精,其他
363912,2690,消毒酒精（喷雾型）,其他
284781,2947,牌酒精消毒液,其他
447606,3277,皮肤消毒凝胶,其他
298196,3278,皮肤消毒剂,其他
3596,3278,皮肤消毒剂,其他
282076,3280,皮肤消毒液,其他
468118,3558,碘伏消毒液,其他
331776,3558,碘伏消毒液,其他
331777,3558,碘伏消毒液,其他
420729,3558,碘伏消毒液,其他
420728,3558,碘伏消毒液,其他
105762,3558,碘伏消毒液,其他
175087,3558,碘伏消毒液,其他
136727,3558,碘伏消毒液,其他
421959,3558,碘伏消毒液,其他
284777,3558,碘伏消毒液,其他
284776,3558,碘伏消毒液,其他
284775,3558,碘伏消毒液,其他
365150,3997,聚胍消毒-喷净,其他
208668,4534,表面消毒液,其他
407216,4699,过氧化氢消毒液,其他
406282,4699,过氧化氢消毒液,其他
364703,4797,酒精喷剂,其他
66176,4797,酒精喷剂,其他
364707,4803,酒精消毒剂,其他
320112,4805,酒精消毒液,其他
435425,4805,酒精消毒液,其他
320111,4805,酒精消毒液,其他
435428,4805,酒精消毒液,其他
364546,4805,酒精消毒液,其他
319118,4805,酒精消毒液,其他
435427,4805,酒精消毒液,其他
435426,4805,酒精消毒液,其他
476814,4805,酒精消毒液,其他
236253,4805,酒精消毒液,其他
364844,4805,酒精消毒液,其他
397210,4805,酒精消毒液,其他
474291,4805,酒精消毒液,其他
407210,4805,酒精消毒液,其他
300940,4805,酒精消毒液,其他
364751,4805,酒精消毒液,其他
284779,4805,酒精消毒液,其他
284780,4805,酒精消毒液,其他
284778,4805,酒精消毒液,其他
363823,4805,酒精消毒液,其他
424919,4805,酒精消毒液,其他
373058,4807,酒精湿巾,其他
373019,4807,酒精湿巾,其他
368301,4807,酒精湿巾,其他
368409,4807,酒精湿巾,其他
1214,4895,金星消毒液,其他
10119,4895,金星消毒液,其他
37498,5292,香氛贴片,其他
38372,4114,脱脂纱布口罩,其他
38184,5077,防护口罩,器械
38201,5077,防护口罩,器械
357576,2731,液体敷料,器械
10014,2396,止血带,其他
357575,346,伤口护理软膏,器械
413228,585,创面消毒喷雾剂,其他
413229,585,创面消毒喷雾剂,其他
14263,585,创面消毒喷雾剂,其他
433052,4700,过氧化氢消毒液,其他
208008,5028,银硝宁抑菌洗液,其他
88804,576,出诊箱,其他
116307,576,出诊箱,其他
338726,668,医用冷敷贴,其他
331772,668,医用冷敷贴,其他
387512,668,医用冷敷贴,其他
202728,668,医用冷敷贴,其他
441091,668,医用冷敷贴,其他
407649,668,医用冷敷贴,其他
341065,2147,晕车贴,其他
52746,2147,晕车贴,其他
318782,2147,晕车贴,其他
224955,561,冷敷贴,其他
376493,561,冷敷贴,其他
64638,561,冷敷贴,其他
37426,4222,苗王壮骨跌打贴,其他
392060,1724,小风扇,其他
295450,2730,液体加热器煎药壶,其他
441872,2627,洗脸巾,其他
441870,2627,洗脸巾,其他
441871,2627,洗脸巾,其他
202528,2060,护手霜,其他
15077,2060,护手霜,其他
62584,2060,护手霜,其他
405047,2060,护手霜,其他
37363,2061,护手霜,其他
63616,3253,百肤邦冻疮消,其他
63599,3254,百肤邦橄榄油冻裂膏,其他
37685,2,2606药箱(小号多用收纳箱),其他
287108,43,SY型氧气袋,器械
99031,63,一次性中药代煎包装袋,其他
435432,185,中美药箱,其他
231841,243,乳胶枕,其他
388760,545,冬虫夏草包装礼盒,其他
388759,545,冬虫夏草包装礼盒,其他
326720,865,双层药箱,其他
391075,951,向辉中药(终端销售手册),其他
423447,1084,坐便器,其他
103197,1095,塑料瓶,其他
232026,1095,塑料瓶,其他
388758,1368,大师作包装礼盒,其他
390542,1607,官燕苑礼盒,其他
37684,1620,家庭保健药箱,其他
10011,1620,家庭保健药箱,其他
92339,1620,家庭保健药箱,其他
222512,1743,居家保健药箱,其他
157528,2163,暖贴,其他
229997,2972,牛皮纸盒,其他
388114,3088,甄选礼盒,其他
416656,3088,甄选礼盒,其他
416655,3088,甄选礼盒,其他
267301,3594,礼盒,其他
267300,3594,礼盒,其他
267299,3594,礼盒,其他
267302,3594,礼盒,其他
230015,3760,纸盒,其他
417211,3940,美团小药箱,其他
294652,4286,药箱,其他
387024,4568,西洋参礼盒,其他
392062,4704,运动套装,其他
202512,5328,驱蚊露,其他
202511,5328,驱蚊露,其他
180854,3166,电热蚊香液,其他
176038,3167,电蚊香液,其他
176039,3167,电蚊香液,其他
173845,2621,洗发精,其他
173841,2621,洗发精,其他
173840,2621,洗发精,其他
180858,2626,洗发露,其他
176013,2626,洗发露,其他
173934,4614,贝亲婴儿洗发精,其他
180907,5081,防溢乳垫,其他
176891,5081,防溢乳垫,其他
173887,5081,防溢乳垫,其他
173890,5081,防溢乳垫,其他
180919,110,一瓶两用学饮杯,其他
180918,798,卡通水壶,其他
180910,976,吸管杯,其他
173816,976,吸管杯,其他
173815,976,吸管杯,其他
173824,976,吸管杯,其他
173823,976,吸管杯,其他
173822,976,吸管杯,其他
173819,976,吸管杯,其他
180912,1457,太空杯,其他
180911,2144,易握杯,其他
173812,5285,饮水杯,其他
180909,5391,鸭嘴杯,其他
173864,2352,棉棒,其他
180960,3772,细轴棉棒,其他
332755,2030,抑菌粉,其他
332753,2030,抑菌粉,其他
54722,2893,热痱水,其他
37653,2893,热痱水,其他
102523,2894,热痱水喷剂,其他
176036,2895,热痱粉,其他
187347,2895,热痱粉,其他
27764,2895,热痱粉,其他
27844,2936,爽肤粉,其他
180865,2937,爽身粉,其他
102852,2937,爽身粉,其他
176037,2937,爽身粉,其他
187348,2937,爽身粉,其他
173832,2937,爽身粉,其他
173831,2937,爽身粉,其他
37654,2937,爽身粉,其他
202489,3199,痱子香膏,其他
102832,3600,祛痱粉,其他
102831,3600,祛痱粉,其他
173830,3600,祛痱粉,其他
180905,1994,手动吸奶器,其他
176812,3160,电动吸乳器,其他
180965,3001,特护奶嘴,其他
180964,3001,特护奶嘴,其他
180963,3001,特护奶嘴,其他
180962,3001,特护奶嘴,其他
173962,4619,贝亲标准口径奶嘴,其他
173961,4619,贝亲标准口径奶嘴,其他
173964,4621,贝亲自然实感宽口径奶嘴,其他
173965,4621,贝亲自然实感宽口径奶嘴,其他
180915,1517,奶瓶,其他
180925,1517,奶瓶,其他
180921,1517,奶瓶,其他
173945,1517,奶瓶,其他
173943,1517,奶瓶,其他
173821,1517,奶瓶,其他
173954,1517,奶瓶,其他
173953,1517,奶瓶,其他
173946,1517,奶瓶,其他
173959,1517,奶瓶,其他
173944,1517,奶瓶,其他
173942,1517,奶瓶,其他
173941,1517,奶瓶,其他
173937,1518,奶瓶刷,其他
180952,1519,奶瓶奶嘴刷,其他
173826,1519,奶瓶奶嘴刷,其他
173871,1520,奶瓶清洗剂,其他
180929,2955,牙胶,其他
180930,2955,牙胶,其他
176802,425,储存杯组,其他
176804,1359,夜光掏耳宝,其他
180933,1564,婴儿喂药器,其他
176908,1568,婴儿棉签,其他
180935,1576,婴幼儿安全剪刀,其他
180934,1591,安全指甲钳,其他
180904,1858,干爽隔尿垫巾,其他
344674,2423,母乳储存袋,其他
176805,2423,母乳储存袋,其他
176810,2423,母乳储存袋,其他
173938,4618,贝亲安全别针,其他
180932,5075,防呛吸鼻器,其他
180941,49,bobo幼儿学食筷,其他
180949,50,bobo感温易握勺 2支装,其他
180957,51,bobo盖顶盖便携碗,其他
180954,52,bobo硅胶喂食软勺,其他
180955,53,bobo防烫软头勺,其他
180089,16,BaBy湿疹止痒膏,其他
37359,16,BaBy湿疹止痒膏,其他
180868,124,七季婴儿山茶乐肤膏,其他
173898,2222,松达婴儿山茶油乳,其他
173895,2223,松达婴儿护肤山茶油,其他
173847,4615,贝亲婴儿清洁护肤礼盒,其他
173856,4616,贝亲婴儿草本清凉凝露,其他
173857,4617,贝亲婴儿草本清凉液,其他
173853,4620,贝亲清洁护肤用品旅行装,其他
180897,129,七季婴儿紫草膏,其他
176031,836,去痱止痒膏,其他
180889,2795,湿疹膏,其他
180898,3599,祛痱止痒膏,其他
301021,3880,绿力康肤R绿力草本抑菌乳膏(婴幼儿型）,其他
176030,5079,防护止痒香膏,其他
36699,2539,沐浴乳,其他
36702,2540,沐浴膏,其他
180857,2541,沐浴露,其他
173862,2541,沐浴露,其他
173844,2541,沐浴露,其他
173842,2541,沐浴露,其他
173846,2541,沐浴露,其他
180855,2619,洗发沐浴露,其他
180856,2619,洗发沐浴露,其他
180881,2619,洗发沐浴露,其他
176012,2619,洗发沐浴露,其他
176016,2619,洗发沐浴露,其他
176020,2619,洗发沐浴露,其他
176015,2619,洗发沐浴露,其他
176014,2619,洗发沐浴露,其他
176021,2619,洗发沐浴露,其他
233061,1011,唇膏,其他
173906,2629,洗衣皂,其他
188247,2629,洗衣皂,其他
180883,2629,洗衣皂,其他
176009,2629,洗衣皂,其他
176010,2629,洗衣皂,其他
176011,2629,洗衣皂,其他
173886,2629,洗衣皂,其他
180901,47,bobo乳头矫正器,其他
176896,103,一次性月子牙刷,其他
176849,281,产妇专用卫生巾,其他
176854,281,产妇专用卫生巾,其他
176900,282,产妇专用纸内裤,其他
176897,283,产妇专用马桶垫,其他
176898,1578,孕产妇专用纯棉内裤,其他
176899,1578,孕产妇专用纯棉内裤,其他
176855,1891,开丽待产包,其他
176879,2062,护理垫,其他
176882,2062,护理垫,其他
38045,2203,朵娅零敏特柔产妇巾(400mm),其他
35673,2204,朵娅零敏特柔产妇巾(620mm),其他
176893,2422,母乳保鲜袋,其他
134747,4158,舒纹护理油,其他
176034,837,去痱止痒金露,其他
176035,1409,天然精油花露,其他
27765,1613,宝宝金水,其他
1119,4625,贝贝金水,其他
176033,5078,防护止痒金露,其他
119664,1571,婴儿纸尿裤,其他
119655,1571,婴儿纸尿裤,其他
180872,130,七季超薄啦啦成长裤,其他
180874,130,七季超薄啦啦成长裤,其他
113227,2129,日本花王妙而舒婴儿学步裤,其他
180890,125,七季婴儿山茶护臀膏,其他
176032,1567,婴儿护臀香膏,其他
102374,2072,护臀山茶油,其他
119687,1570,婴儿湿纸巾,其他
180969,1577,婴用湿纸巾,其他
37326,1577,婴用湿纸巾,其他
37327,1577,婴用湿纸巾,其他
180899,1577,婴用湿纸巾,其他
176044,1577,婴用湿纸巾,其他
176687,1577,婴用湿纸巾,其他
176688,1577,婴用湿纸巾,其他
176689,1577,婴用湿纸巾,其他
176727,1577,婴用湿纸巾,其他
176707,1577,婴用湿纸巾,其他
192987,1577,婴用湿纸巾,其他
81881,1577,婴用湿纸巾,其他
38202,1577,婴用湿纸巾,其他
283277,2790,湿巾,其他
112771,3127,生理盐水清洁棉,其他
112887,3127,生理盐水清洁棉,其他
112907,3127,生理盐水清洁棉,其他
112888,3127,生理盐水清洁棉,其他
112848,3751,纯水清洁棉,其他
112847,3751,纯水清洁棉,其他
112867,3751,纯水清洁棉,其他
112868,3751,纯水清洁棉,其他
37324,4752,通用湿纸巾,其他
37325,4752,通用湿纸巾,其他
294250,1565,婴儿喂药器,其他
36700,2620,洗发沐浴露,其他
173863,2620,洗发沐浴露,其他
180886,123,七季婴儿多效防蚊喷雾,其他
180884,126,七季婴儿护肤山茶油膏,其他
180885,127,七季婴儿柔嫩润肤乳,其他
180880,128,七季婴儿润肤山茶油,其他
173837,2721,润肤霜,其他
173836,2721,润肤霜,其他
173835,2722,润肤露,其他
173834,2722,润肤露,其他
173855,2801,滋养甘油,其他
148587,3255,百肤邦茉莉温泉修复甘油,其他
134748,3255,百肤邦茉莉温泉修复甘油,其他
173854,4613,贝亲婴儿多效滋养凝膏,其他
180944,48,bobo奶粉分装盒,其他
173810,4612,贝亲大容量独立开口三层奶粉盒,其他
99220,1572,婴儿纸尿裤,其他
113170,1572,婴儿纸尿裤,其他
113171,1572,婴儿纸尿裤,其他
113228,1572,婴儿纸尿裤,其他
113096,1572,婴儿纸尿裤,其他
180878,1573,婴儿纸尿裤,其他
180879,1573,婴儿纸尿裤,其他
192891,1573,婴儿纸尿裤,其他
192889,1573,婴儿纸尿裤,其他
182677,1573,婴儿纸尿裤,其他
192910,1573,婴儿纸尿裤,其他
35664,1573,婴儿纸尿裤,其他
35661,1573,婴儿纸尿裤,其他
119665,1573,婴儿纸尿裤,其他
119666,1573,婴儿纸尿裤,其他
119663,1573,婴儿纸尿裤,其他
119657,1573,婴儿纸尿裤,其他
119658,1573,婴儿纸尿裤,其他
191613,1573,婴儿纸尿裤,其他
119668,1730,尤妮佳拉拉裤,其他
119669,1730,尤妮佳拉拉裤,其他
119670,1730,尤妮佳拉拉裤,其他
119671,1730,尤妮佳拉拉裤,其他
119653,2130,日本花王妙而舒婴儿学步裤,其他
392063,2596,洁丽雅毛巾礼盒,其他
180864,1569,婴儿洗衣液,其他
185687,1569,婴儿洗衣液,其他
176043,1569,婴儿洗衣液,其他
204970,2628,洗衣液,其他
204933,2628,洗衣液,其他
204934,1408,天然皂粉,其他
36693,2630,洗衣粉,其他
308804,811,卫生湿巾,其他
308805,811,卫生湿巾,其他
399092,811,卫生湿巾,其他
399091,811,卫生湿巾,其他
399090,811,卫生湿巾,其他
454536,811,卫生湿巾,其他
454539,811,卫生湿巾,其他
454538,811,卫生湿巾,其他
454537,811,卫生湿巾,其他
430520,811,卫生湿巾,其他
430521,811,卫生湿巾,其他
368419,811,卫生湿巾,其他
444215,811,卫生湿巾,其他
409806,811,卫生湿巾,其他
444214,811,卫生湿巾,其他
441874,833,厨房湿巾,其他
426216,7,75%酒精卫生湿巾,其他
454540,7,75%酒精卫生湿巾,其他
182680,2063,护理垫,其他
35668,2063,护理垫,其他
35667,2063,护理垫,其他
35671,2063,护理垫,其他
35665,1574,婴儿纸尿裤,其他
35666,1990,成人纸尿裤,其他
182671,1990,成人纸尿裤,其他
37662,1990,成人纸尿裤,其他
35669,1990,成人纸尿裤,其他
182679,1990,成人纸尿裤,其他
130087,1990,成人纸尿裤,其他
129994,1990,成人纸尿裤,其他
36017,2064,护理垫,其他
36019,2064,护理垫,其他
231414,1644,小便器,其他
383151,161,三角巾急救包,其他
391071,2000,手提袋,其他
383152,2118,旋压式止血带,其他
353232,2452,氧气袋,其他
439924,2452,氧气袋,其他
298959,3122,生物陶瓷冷热敷,其他
298960,3122,生物陶瓷冷热敷,其他
300532,3294,益气养血礼品袋,其他
10020,4176,艾灸盒,器械
10006,4176,艾灸盒,器械
377863,4373,蕲艾香,其他
13228,1363,大便盆,其他
22594,1645,小便器,其他
10238,1085,坐厕椅,其他
10102,1085,坐厕椅,其他
282102,1876,座便椅,其他
282104,1876,座便椅,其他
53350,1312,多用箱,其他
53351,1312,多用箱,其他
398481,404,倍爱力男用喷剂,其他
431175,1302,外用延时喷剂,其他
215949,2174,曼秀雷敦乐碧爽身香体喷雾-男士,其他
36078,4147,舒洁专业杀菌擦拭纸,其他
37360,3879,绿力冻疮膏,其他
356948,345,伤口抑菌液,其他
364366,471,免洗手部抑菌液,其他
375068,2016,抑菌喷剂,其他
374894,2024,抑菌水,其他
486177,2028,抑菌液,其他
486176,2028,抑菌液,其他
486175,2028,抑菌液,其他
384535,2028,抑菌液,其他
336583,2028,抑菌液,其他
336582,2028,抑菌液,其他
404687,2028,抑菌液,其他
413222,2028,抑菌液,其他
445318,2028,抑菌液,其他
445319,2028,抑菌液,其他
485842,2028,抑菌液,其他
485841,2028,抑菌液,其他
357332,2028,抑菌液,其他
283259,2028,抑菌液,其他
101019,2028,抑菌液,其他
441694,2028,抑菌液,其他
333476,2028,抑菌液,其他
404686,2028,抑菌液,其他
453551,2028,抑菌液,其他
283621,2028,抑菌液,其他
277063,2028,抑菌液,其他
377294,2028,抑菌液,其他
319252,2028,抑菌液,其他
452382,2028,抑菌液,其他
452383,2028,抑菌液,其他
452385,2028,抑菌液,其他
332152,2038,抑菌露+虎镖叮叮止痒抑菌液,其他
233421,2048,抗菌喷剂,其他
214204,2048,抗菌喷剂,其他
116290,2048,抗菌喷剂,其他
348983,2049,抗菌洗液,其他
413311,2713,消麋栓喷剂,其他
47644,4149,舒畅喷剂,其他
446328,5355,高锰酸钾抑菌液,其他
78424,2009,抑菌乳膏,其他
298357,2009,抑菌乳膏,其他
485840,2009,抑菌乳膏,其他
298355,2009,抑菌乳膏,其他
292485,2009,抑菌乳膏,其他
276953,2009,抑菌乳膏,其他
357330,2009,抑菌乳膏,其他
208009,2009,抑菌乳膏,其他
357331,2009,抑菌乳膏,其他
464234,2009,抑菌乳膏,其他
410338,2009,抑菌乳膏,其他
415400,2009,抑菌乳膏,其他
439135,2009,抑菌乳膏,其他
277061,2009,抑菌乳膏,其他
374844,2009,抑菌乳膏,其他
485839,2009,抑菌乳膏,其他
301321,2009,抑菌乳膏,其他
354873,2012,抑菌凝胶,其他
363589,2012,抑菌凝胶,其他
467069,2012,抑菌凝胶,其他
354882,2017,抑菌喷剂,其他
354883,2017,抑菌喷剂,其他
467323,2020,抑菌套盒,其他
467324,2020,抑菌套盒,其他
388113,2021,抑菌护理霜,其他
286709,2022,抑菌止痒乳膏,其他
233424,2023,抑菌止痒凝露,其他
233423,2023,抑菌止痒凝露,其他
429662,2032,抑菌膏,其他
354879,2034,抑菌软膏,其他
354884,2034,抑菌软膏,其他
354876,2034,抑菌软膏,其他
445316,2034,抑菌软膏,其他
467066,2034,抑菌软膏,其他
407825,2035,抑菌霜,其他
407826,2035,抑菌霜,其他
407818,2035,抑菌霜,其他
233085,2046,抗菌凝胶,其他
233084,2046,抗菌凝胶,其他
233101,2046,抗菌凝胶,其他
103454,2393,止痒膏,其他
110007,2744,清凉止痒液,其他
111527,2744,清凉止痒液,其他
47715,2791,湿毒止痒膏,其他
141827,3258,百草膏,其他
139607,3279,皮肤消毒剂,其他
165590,3279,皮肤消毒剂,其他
35755,4670,软膏,其他
35754,4670,软膏,其他
111070,399,修护凝胶,其他
51199,3181,疤痕修复凝胶,其他
308808,499,六亚甲基双胍消毒剂,其他
105511,894,双飞人爽水,其他
31468,894,双飞人爽水,其他
347733,894,双飞人爽水,其他
333477,1109,复合乳酸依沙吖啶抑菌溶液,其他
277075,2007,抑菌乳,其他
277056,2013,抑菌凝胶,其他
277643,2013,抑菌凝胶,其他
277131,2013,抑菌凝胶,其他
277076,2013,抑菌凝胶,其他
283622,2018,抑菌喷剂,其他
283623,2018,抑菌喷剂,其他
277597,2031,抑菌组合,其他
277935,2031,抑菌组合,其他
277641,2033,抑菌膏,其他
277057,2033,抑菌膏,其他
277073,2033,抑菌膏,其他
277074,2033,抑菌膏,其他
277072,2033,抑菌膏,其他
277059,2033,抑菌膏,其他
277064,2036,抑菌霜,其他
277598,2037,抑菌露,其他
276915,2037,抑菌露,其他
308862,2382,次氯酸钠消毒剂,其他
139587,3257,百草堂百消膏,其他
104175,3257,百草堂百消膏,其他
31185,3257,百草堂百消膏,其他
52432,3881,绿力芦荟胶,其他
422112,3882,绿力芦荟胶抑菌剂,其他
322663,3988,聚六亚甲基双胍抑菌剂,其他
423385,3989,聚六亚甲基双胍消毒剂,其他
308807,3989,聚六亚甲基双胍消毒剂,其他
317296,3989,聚六亚甲基双胍消毒剂,其他
52911,4196,芦荟胶,其他
38119,5231,青精油,其他
186488,570,凡士林膏,其他
37657,5219,雪花膏,其他
437330,2014,抑菌凝胶,其他
388112,2029,抑菌甘油,其他
388111,2029,抑菌甘油,其他
6651,2145,晒伤膏,其他
360743,3090,甘油,其他
37362,3090,甘油,其他
47482,3753,纯甘油,其他
62569,4611,貂油保湿防裂霜,其他
54221,3471,眼霜,其他
54228,3472,眼霜,其他
55837,3473,眼霜,其他
447607,5065,镜片清洁消毒液,其他
447608,5065,镜片清洁消毒液,其他
491034,5194,隐形眼镜护理液,其他
300906,5194,隐形眼镜护理液,其他
427640,5194,隐形眼镜护理液,其他
54207,3474,眼霜,其他
54172,3474,眼霜,其他
103290,4138,舌尖五谷红小豆,食品
103239,4139,舌尖五谷绿豆,食品
103193,4141,舌尖五谷薏米,食品
103289,4142,舌尖五谷黑米,食品
103253,4143,舌尖五谷黑芝麻,食品
103194,4140,舌尖五谷莲子,食品
103254,3109,甜好佳清炖鸽子鸡炖料,食品
103291,3110,甜好佳猪蹄排骨炖料,食品
103293,3111,甜好佳美味鸡鸭炖料,食品
364891,518,养生堂牌天然维生素E软胶囊,保健食品
411804,744,十二味足浴包,其他
411802,4655,足浴粉,其他
411801,4655,足浴粉,其他
411803,4655,足浴粉,其他
411800,4655,足浴粉,其他
279911,5385,鸡眼工具盒,其他
141869,4652,足乳膏,其他
36610,5191,除臭抑菌粉,其他
35974,4658,足部除臭喷雾,其他
47710,4658,足部除臭喷雾,其他
356950,4658,足部除臭喷雾,其他
356951,4658,足部除臭喷雾,其他
273474,2542,沐浴露,其他
102849,2543,沐浴露,其他
100012,2543,沐浴露,其他
180861,2544,沐浴露,其他
36692,2544,沐浴露,其他
204932,2544,沐浴露,其他
99676,5293,香皂,其他
36522,4117,腋臭剂,其他
37075,4117,腋臭剂,其他
35972,4117,腋臭剂,其他
36769,5192,除臭液,其他
97789,5192,除臭液,其他
97806,5192,除臭液,其他
180866,4216,花露水,其他
102850,4216,花露水,其他
78547,4216,花露水,其他
102851,4216,花露水,其他
102736,4216,花露水,其他
332723,4216,花露水,其他
330039,4216,花露水,其他
408284,4216,花露水,其他
408282,4216,花露水,其他
408283,4216,花露水,其他
330081,4216,花露水,其他
97886,4216,花露水,其他
27845,4216,花露水,其他
332747,4216,花露水,其他
107168,4216,花露水,其他
332749,4216,花露水,其他
276590,4216,花露水,其他
415401,4216,花露水,其他
332751,4216,花露水,其他
332725,4216,花露水,其他
48679,4435,蚊不叮,其他
408295,4435,蚊不叮,其他
46691,5327,驱蚊花露水,其他
37651,5327,驱蚊花露水,其他
108049,5327,驱蚊花露水,其他
108048,5327,驱蚊花露水,其他
413221,2019,抑菌喷剂,其他
141867,2071,护肤甘油,其他
389235,2071,护肤甘油,其他
62340,2071,护肤甘油,其他
38121,2522,汉唐兴神精油,其他
37074,2523,汉唐玄通精油,其他
105541,4906,金白虎万金油,其他
1124,2394,止痒露,其他
72671,1880,康士邦金银花防蚊液,其他
38118,2524,汉唐百草精油,其他
101018,2746,清凉舒爽液,其他
36521,4382,薄荷膏,其他
224377,4436,蚊不叮,其他
1125,4436,蚊不叮,其他
1123,4436,蚊不叮,其他
36632,4436,蚊不叮,其他
35973,4436,蚊不叮,其他
35585,4436,蚊不叮,其他
78471,4436,蚊不叮,其他
176863,280,产后多功能收腹带,其他
392064,5215,雨伞,其他
284539,5215,雨伞,其他
441875,2073,抽纸,其他
435433,2073,抽纸,其他
35845,2073,抽纸,其他
192911,2073,抽纸,其他
441877,2073,抽纸,其他
37661,1997,手帕纸,其他
37672,1997,手帕纸,其他
38528,1997,手帕纸,其他
54291,233,乳液,其他
352128,3664,精华乳,其他
54209,234,乳液,其他
55807,394,保湿液,其他
1112,2723,润肤露,其他
55784,235,乳液,其他
55814,395,保湿液,其他
55786,2610,洁面啫喱,其他
37656,569,凡士林,其他
1115,569,凡士林,其他
54298,3668,精华霜,其他
352129,3668,精华霜,其他
37361,3668,精华霜,其他
37530,3668,精华霜,其他
360741,3883,绿力蛇脂芦荟尿素霜,其他
236536,2714,润唇膏,其他
233951,2714,润唇膏,其他
233952,2714,润唇膏,其他
85888,2714,润唇膏,其他
62368,2714,润唇膏,其他
298289,2714,润唇膏,其他
54232,3665,精华乳,其他
62780,3666,精华乳,其他
374857,236,乳液,其他
54235,2611,洁面啫喱,其他
115747,2715,润唇膏,其他
141907,2715,润唇膏,其他
19686,3063,珍珠膏,其他
232011,3063,珍珠膏,其他
55806,5256,面贴膜,其他
54227,3669,精华霜,其他
59145,3667,精华素,其他
54202,237,乳液,其他
55860,2934,爽肤水,其他
54164,2934,爽肤水,其他
54169,2934,爽肤水,其他
37655,2934,爽肤水,其他
54224,3670,精华霜,其他
441087,400,修护啫喱,其他
298356,3601,祛豆霜,其他
440875,4159,舒缓凝胶,其他
61578,2133,日霜,其他
54233,2134,日霜,其他
54204,2134,日霜,其他
54254,2935,爽肤水,其他
163,2135,日霜,其他
54255,2135,日霜,其他
54236,2135,日霜,其他
54170,2135,日霜,其他
54225,2941,片仔癀祛黄亮白精华液,其他
38112,5255,面膜,其他
38111,5255,面膜,其他
55810,5255,面膜,其他
62875,5255,面膜,其他
55808,5255,面膜,其他
55851,5255,面膜,其他
55830,5255,面膜,其他
55823,5255,面膜,其他
55791,5255,面膜,其他
55787,5255,面膜,其他
55788,5255,面膜,其他
215948,5080,防晒露,其他
380456,398,修复贴,其他
380466,401,修护贴,其他
171067,1401,天朝秘皂,其他
171068,1401,天朝秘皂,其他
99203,3673,精油按摩膏,其他
65196,4197,芦荟胶,其他
232173,4197,芦荟胶,其他
144849,4197,芦荟胶,其他
59134,2942,片仔癀祛黄无暇润白五件套,其他
37535,4728,迪豆痘速消(祛痘除印中亚洲套装(水剂)),其他
54290,2602,洁肤乳,其他
54206,2603,洁肤乳,其他
55820,2604,洁肤乳,其他
54217,2605,洁肤乳,其他
54229,2606,洁肤乳,其他
54223,2606,洁肤乳,其他
54171,2606,洁肤乳,其他
105696,45,U吸,其他
105695,45,U吸,其他
105779,45,U吸,其他
105732,45,U吸,其他
5318,339,伏格列波糖片,西药
194325,339,伏格列波糖片,西药
507,5095,阿卡波糖片,西药
67648,5095,阿卡波糖片,西药
6306,3328,盐酸二甲双胍片,西药
6307,3328,盐酸二甲双胍片,西药
444251,3328,盐酸二甲双胍片,西药
85789,3330,盐酸二甲双胍缓释片,西药
114857,4545,西格列汀二甲双胍片(II),西药
296446,4546,西格列汀二甲双胍片(Ⅱ),西药
415851,939,司美格鲁肽注射液,西药
415852,939,司美格鲁肽注射液,西药
2737,2308,格列吡嗪控释片,西药
335232,2308,格列吡嗪控释片,西药
4007,2313,格列美脲片,西药
78622,2313,格列美脲片,西药
4944,2316,格列齐特缓释片,西药
6848,598,利格列汀片,西药
67750,598,利格列汀片,西药
397127,794,卡格列净片,西药
286892,794,卡格列净片,西药
6304,2548,沙格列汀片,西药
300050,2548,沙格列汀片,西药
76,3083,瑞格列奈片,西药
77,3083,瑞格列奈片,西药
214648,3083,瑞格列奈片,西药
214628,3083,瑞格列奈片,西药
454752,3591,磷酸西格列汀片,西药
454751,3591,磷酸西格列汀片,西药
34012,3591,磷酸西格列汀片,西药
244,3591,磷酸西格列汀片,西药
34011,3591,磷酸西格列汀片,西药
229429,3815,维格列汀片,西药
291255,3815,维格列汀片,西药
15102,4242,苯甲酸阿格列汀片,西药
356758,4242,苯甲酸阿格列汀片,西药
634,4780,那格列奈片,西药
